id_detalle,id_venta,id_producto,cantidad,precio_unitario,subtotal
70969,18462,7,1,3800,3800
70970,18463,7,1,3800,3800
70971,18463,3,3,2200,6600
70972,18464,8,3,1500,4500
70973,18464,7,3,3800,11400
70974,18464,4,2,900,1800
70975,18465,3,2,2200,4400
70976,18465,1,3,1100,3300
70977,18465,2,3,1800,5400
70978,18466,7,3,3800,11400
70979,18466,2,1,1800,1800
70980,18467,6,3,750,2250
70981,18468,6,1,750,750
70982,18468,2,3,1800,5400
70983,18469,5,3,1600,4800
70984,18469,2,3,1800,5400
70985,18469,3,2,2200,4400
70986,18470,8,2,1500,3000
70987,18471,5,1,1600,1600
70988,18471,3,2,2200,4400
70989,18471,6,3,750,2250
70990,18471,7,3,3800,11400
70991,18472,1,1,1100,1100
70992,18473,5,2,1600,3200
70993,18473,4,1,900,900
70994,18474,8,3,1500,4500
70995,18475,1,2,1100,2200
70996,18475,7,1,3800,3800
70997,18476,2,3,1800,5400
70998,18476,8,1,1500,1500
70999,18476,6,3,750,2250
71000,18477,3,3,2200,6600
71001,18477,4,2,900,1800
71002,18478,4,3,900,2700
71003,18478,5,1,1600,1600
71004,18478,7,1,3800,3800
71005,18478,6,2,750,1500
71006,18479,5,1,1600,1600
71007,18480,5,1,1600,1600
71008,18481,4,3,900,2700
71009,18481,5,3,1600,4800
71010,18482,2,1,1800,1800
71011,18482,8,1,1500,1500
71012,18482,3,2,2200,4400
71013,18483,3,3,2200,6600
71014,18484,2,3,1800,5400
71015,18484,7,2,3800,7600
71016,18485,2,3,1800,5400
71017,18485,7,3,3800,11400
71018,18485,6,1,750,750
71019,18486,5,1,1600,1600
71020,18487,2,2,1800,3600
71021,18487,8,3,1500,4500
71022,18487,5,1,1600,1600
71023,18488,6,3,750,2250
71024,18488,4,2,900,1800
71025,18488,2,2,1800,3600
71026,18488,3,2,2200,4400
71027,18488,5,2,1600,3200
71028,18489,6,2,750,1500
71029,18490,5,2,1600,3200
71030,18491,5,1,1600,1600
71031,18491,4,3,900,2700
71032,18491,7,1,3800,3800
71033,18491,6,2,750,1500
71034,18492,4,1,900,900
71035,18492,8,3,1500,4500
71036,18492,1,3,1100,3300
71037,18493,6,2,750,1500
71038,18493,4,3,900,2700
71039,18493,8,2,1500,3000
71040,18493,1,1,1100,1100
71041,18494,8,3,1500,4500
71042,18494,2,2,1800,3600
71043,18495,6,1,750,750
71044,18496,5,2,1600,3200
71045,18497,3,1,2200,2200
71046,18498,3,1,2200,2200
71047,18498,5,1,1600,1600
71048,18498,1,1,1100,1100
71049,18498,7,2,3800,7600
71050,18498,8,1,1500,1500
71051,18499,3,3,2200,6600
71052,18499,4,2,900,1800
71053,18499,5,2,1600,3200
71054,18499,8,3,1500,4500
71055,18500,6,1,750,750
71056,18500,3,2,2200,4400
71057,18501,6,1,750,750
71058,18501,7,3,3800,11400
71059,18501,2,1,1800,1800
71060,18502,8,3,1500,4500
71061,18503,5,2,1600,3200
71062,18503,6,1,750,750
71063,18503,8,2,1500,3000
71064,18504,8,1,1500,1500
71065,18504,7,1,3800,3800
71066,18504,4,1,900,900
71067,18505,7,3,3800,11400
71068,18506,1,2,1100,2200
71069,18506,8,2,1500,3000
71070,18506,5,1,1600,1600
71071,18506,3,3,2200,6600
71072,18506,6,1,750,750
71073,18506,7,3,3800,11400
71074,18507,5,3,1600,4800
71075,18507,6,3,750,2250
71076,18508,7,2,3800,7600
71077,18508,6,2,750,1500
71078,18509,3,3,2200,6600
71079,18510,5,1,1600,1600
71080,18511,6,3,750,2250
71081,18512,2,2,1800,3600
71082,18512,1,3,1100,3300
71083,18512,8,1,1500,1500
71084,18513,2,1,1800,1800
71085,18513,3,3,2200,6600
71086,18513,8,3,1500,4500
71087,18513,5,3,1600,4800
71088,18514,6,2,750,1500
71089,18514,4,2,900,1800
71090,18515,7,1,3800,3800
71091,18515,1,2,1100,2200
71092,18515,6,2,750,1500
71093,18516,8,3,1500,4500
71094,18517,6,1,750,750
71095,18517,2,1,1800,1800
71096,18518,1,2,1100,2200
71097,18519,2,3,1800,5400
71098,18519,6,3,750,2250
71099,18519,7,2,3800,7600
71100,18520,3,3,2200,6600
71101,18521,1,3,1100,3300
71102,18522,1,1,1100,1100
71103,18522,3,2,2200,4400
71104,18523,8,2,1500,3000
71105,18523,4,1,900,900
71106,18524,8,2,1500,3000
71107,18525,7,3,3800,11400
71108,18526,6,1,750,750
71109,18526,1,1,1100,1100
71110,18526,7,1,3800,3800
71111,18527,2,2,1800,3600
71112,18527,3,1,2200,2200
71113,18527,1,2,1100,2200
71114,18528,8,2,1500,3000
71115,18528,5,1,1600,1600
71116,18528,1,3,1100,3300
71117,18529,2,2,1800,3600
71118,18530,5,3,1600,4800
71119,18530,3,3,2200,6600
71120,18530,6,1,750,750
71121,18530,7,2,3800,7600
71122,18530,2,2,1800,3600
71123,18531,4,1,900,900
71124,18531,5,2,1600,3200
71125,18531,8,1,1500,1500
71126,18531,2,2,1800,3600
71127,18532,1,1,1100,1100
71128,18533,1,3,1100,3300
71129,18533,6,3,750,2250
71130,18533,7,2,3800,7600
71131,18533,5,2,1600,3200
71132,18533,8,2,1500,3000
71133,18534,1,2,1100,2200
71134,18534,6,3,750,2250
71135,18534,7,3,3800,11400
71136,18534,5,3,1600,4800
71137,18535,7,1,3800,3800
71138,18535,4,2,900,1800
71139,18535,8,2,1500,3000
71140,18535,1,2,1100,2200
71141,18535,6,3,750,2250
71142,18536,2,1,1800,1800
71143,18536,8,3,1500,4500
71144,18536,3,1,2200,2200
71145,18537,7,2,3800,7600
71146,18537,6,1,750,750
71147,18537,5,2,1600,3200
71148,18538,6,3,750,2250
71149,18539,6,1,750,750
71150,18540,3,3,2200,6600
71151,18540,5,1,1600,1600
71152,18540,1,1,1100,1100
71153,18541,2,2,1800,3600
71154,18542,2,2,1800,3600
71155,18542,6,2,750,1500
71156,18542,5,2,1600,3200
71157,18542,7,2,3800,7600
71158,18542,4,3,900,2700
71159,18543,8,3,1500,4500
71160,18544,8,2,1500,3000
71161,18545,2,3,1800,5400
71162,18546,4,3,900,2700
71163,18546,8,1,1500,1500
71164,18546,6,1,750,750
71165,18547,7,1,3800,3800
71166,18547,1,2,1100,2200
71167,18548,4,3,900,2700
71168,18548,6,2,750,1500
71169,18549,3,1,2200,2200
71170,18550,3,2,2200,4400
71171,18551,6,1,750,750
71172,18551,7,1,3800,3800
71173,18551,8,1,1500,1500
71174,18551,3,1,2200,2200
71175,18552,8,2,1500,3000
71176,18552,5,1,1600,1600
71177,18553,4,3,900,2700
71178,18554,8,1,1500,1500
71179,18555,3,3,2200,6600
71180,18556,7,1,3800,3800
71181,18556,8,1,1500,1500
71182,18557,2,3,1800,5400
71183,18557,6,1,750,750
71184,18557,1,1,1100,1100
71185,18557,7,3,3800,11400
71186,18558,2,2,1800,3600
71187,18558,4,3,900,2700
71188,18559,1,3,1100,3300
71189,18560,5,1,1600,1600
71190,18560,3,3,2200,6600
71191,18561,1,1,1100,1100
71192,18561,2,1,1800,1800
71193,18561,6,1,750,750
71194,18561,4,2,900,1800
71195,18561,8,2,1500,3000
71196,18562,5,1,1600,1600
71197,18563,2,3,1800,5400
71198,18563,7,2,3800,7600
71199,18563,8,1,1500,1500
71200,18564,7,3,3800,11400
71201,18564,1,1,1100,1100
71202,18564,8,3,1500,4500
71203,18564,2,1,1800,1800
71204,18564,3,3,2200,6600
71205,18564,6,3,750,2250
71206,18565,2,2,1800,3600
71207,18565,3,3,2200,6600
71208,18566,2,3,1800,5400
71209,18567,8,1,1500,1500
71210,18567,2,3,1800,5400
71211,18568,5,1,1600,1600
71212,18568,1,2,1100,2200
71213,18568,2,2,1800,3600
71214,18568,8,3,1500,4500
71215,18568,6,3,750,2250
71216,18569,7,1,3800,3800
71217,18570,7,1,3800,3800
71218,18570,8,1,1500,1500
71219,18571,3,3,2200,6600
71220,18571,1,3,1100,3300
71221,18572,7,2,3800,7600
71222,18573,5,1,1600,1600
71223,18574,4,3,900,2700
71224,18574,7,2,3800,7600
71225,18575,8,2,1500,3000
71226,18575,1,3,1100,3300
71227,18575,3,2,2200,4400
71228,18576,1,2,1100,2200
71229,18577,8,1,1500,1500
71230,18577,7,2,3800,7600
71231,18578,2,2,1800,3600
71232,18579,4,2,900,1800
71233,18579,1,1,1100,1100
71234,18580,5,2,1600,3200
71235,18580,7,1,3800,3800
71236,18580,6,2,750,1500
71237,18580,8,3,1500,4500
71238,18580,2,2,1800,3600
71239,18580,4,1,900,900
71240,18581,3,1,2200,2200
71241,18582,5,3,1600,4800
71242,18582,2,1,1800,1800
71243,18583,6,3,750,2250
71244,18583,8,1,1500,1500
71245,18583,7,1,3800,3800
71246,18583,2,3,1800,5400
71247,18584,5,1,1600,1600
71248,18584,1,2,1100,2200
71249,18584,6,1,750,750
71250,18585,7,1,3800,3800
71251,18585,6,3,750,2250
71252,18585,4,2,900,1800
71253,18585,5,2,1600,3200
71254,18586,7,3,3800,11400
71255,18587,2,2,1800,3600
71256,18587,8,2,1500,3000
71257,18587,4,1,900,900
71258,18588,4,3,900,2700
71259,18588,3,3,2200,6600
71260,18589,8,2,1500,3000
71261,18589,5,3,1600,4800
71262,18590,7,1,3800,3800
71263,18590,1,1,1100,1100
71264,18590,8,2,1500,3000
71265,18591,3,3,2200,6600
71266,18591,6,1,750,750
71267,18592,7,3,3800,11400
71268,18593,8,3,1500,4500
71269,18594,7,1,3800,3800
71270,18594,2,1,1800,1800
71271,18595,1,2,1100,2200
71272,18596,7,3,3800,11400
71273,18596,6,3,750,2250
71274,18596,8,3,1500,4500
71275,18597,3,3,2200,6600
71276,18597,2,1,1800,1800
71277,18597,6,1,750,750
71278,18598,3,3,2200,6600
71279,18598,5,3,1600,4800
71280,18599,4,1,900,900
71281,18600,3,1,2200,2200
71282,18601,1,1,1100,1100
71283,18601,4,1,900,900
71284,18601,3,2,2200,4400
71285,18601,6,1,750,750
71286,18602,7,1,3800,3800
71287,18602,6,1,750,750
71288,18602,5,2,1600,3200
71289,18603,2,1,1800,1800
71290,18603,7,3,3800,11400
71291,18603,1,1,1100,1100
71292,18604,1,3,1100,3300
71293,18604,8,1,1500,1500
71294,18605,8,2,1500,3000
71295,18605,3,1,2200,2200
71296,18605,5,2,1600,3200
71297,18605,7,2,3800,7600
71298,18606,2,1,1800,1800
71299,18607,5,3,1600,4800
71300,18607,8,2,1500,3000
71301,18607,7,2,3800,7600
71302,18608,4,2,900,1800
71303,18608,3,3,2200,6600
71304,18608,1,2,1100,2200
71305,18609,6,1,750,750
71306,18609,2,2,1800,3600
71307,18610,5,2,1600,3200
71308,18610,8,3,1500,4500
71309,18611,3,1,2200,2200
71310,18611,6,3,750,2250
71311,18612,3,1,2200,2200
71312,18613,6,2,750,1500
71313,18613,7,1,3800,3800
71314,18614,2,3,1800,5400
71315,18614,1,2,1100,2200
71316,18614,4,1,900,900
71317,18615,8,1,1500,1500
71318,18616,2,3,1800,5400
71319,18616,7,2,3800,7600
71320,18617,4,1,900,900
71321,18618,2,1,1800,1800
71322,18618,1,2,1100,2200
71323,18618,5,3,1600,4800
71324,18618,4,1,900,900
71325,18618,6,1,750,750
71326,18618,8,3,1500,4500
71327,18618,7,1,3800,3800
71328,18619,3,3,2200,6600
71329,18619,7,3,3800,11400
71330,18620,1,3,1100,3300
71331,18621,7,1,3800,3800
71332,18621,6,1,750,750
71333,18621,2,3,1800,5400
71334,18622,3,2,2200,4400
71335,18622,5,2,1600,3200
71336,18623,4,1,900,900
71337,18623,1,1,1100,1100
71338,18624,8,1,1500,1500
71339,18624,1,2,1100,2200
71340,18624,3,2,2200,4400
71341,18625,1,2,1100,2200
71342,18626,7,1,3800,3800
71343,18627,2,3,1800,5400
71344,18627,7,1,3800,3800
71345,18627,1,3,1100,3300
71346,18627,4,3,900,2700
71347,18627,6,3,750,2250
71348,18628,5,3,1600,4800
71349,18629,3,3,2200,6600
71350,18629,1,3,1100,3300
71351,18629,2,3,1800,5400
71352,18630,8,1,1500,1500
71353,18631,1,2,1100,2200
71354,18631,3,1,2200,2200
71355,18632,2,1,1800,1800
71356,18632,4,2,900,1800
71357,18632,8,3,1500,4500
71358,18633,2,1,1800,1800
71359,18634,2,2,1800,3600
71360,18634,3,2,2200,4400
71361,18634,4,3,900,2700
71362,18634,6,1,750,750
71363,18634,5,2,1600,3200
71364,18635,4,3,900,2700
71365,18635,2,2,1800,3600
71366,18635,8,2,1500,3000
71367,18636,5,2,1600,3200
71368,18636,2,3,1800,5400
71369,18637,3,2,2200,4400
71370,18638,8,2,1500,3000
71371,18638,1,3,1100,3300
71372,18639,4,2,900,1800
71373,18639,1,2,1100,2200
71374,18639,2,2,1800,3600
71375,18639,3,2,2200,4400
71376,18640,8,2,1500,3000
71377,18640,6,1,750,750
71378,18640,4,3,900,2700
71379,18641,3,3,2200,6600
71380,18641,4,3,900,2700
71381,18641,8,2,1500,3000
71382,18641,6,2,750,1500
71383,18641,5,2,1600,3200
71384,18641,7,2,3800,7600
71385,18641,2,3,1800,5400
71386,18642,3,1,2200,2200
71387,18643,7,3,3800,11400
71388,18643,1,3,1100,3300
71389,18643,4,1,900,900
71390,18643,5,3,1600,4800
71391,18644,1,1,1100,1100
71392,18644,6,2,750,1500
71393,18644,7,3,3800,11400
71394,18644,8,2,1500,3000
71395,18645,7,3,3800,11400
71396,18646,8,1,1500,1500
71397,18646,5,1,1600,1600
71398,18647,5,1,1600,1600
71399,18647,6,3,750,2250
71400,18647,4,2,900,1800
71401,18648,6,1,750,750
71402,18648,8,2,1500,3000
71403,18649,7,1,3800,3800
71404,18650,6,3,750,2250
71405,18650,3,3,2200,6600
71406,18650,7,3,3800,11400
71407,18650,1,1,1100,1100
71408,18650,2,1,1800,1800
71409,18651,3,1,2200,2200
71410,18652,1,2,1100,2200
71411,18652,6,1,750,750
71412,18652,3,3,2200,6600
71413,18652,4,1,900,900
71414,18653,8,3,1500,4500
71415,18653,7,3,3800,11400
71416,18653,1,3,1100,3300
71417,18654,5,1,1600,1600
71418,18655,7,1,3800,3800
71419,18655,8,3,1500,4500
71420,18655,5,1,1600,1600
71421,18655,6,3,750,2250
71422,18655,1,3,1100,3300
71423,18655,4,2,900,1800
71424,18655,2,3,1800,5400
71425,18656,3,1,2200,2200
71426,18656,4,3,900,2700
71427,18656,5,2,1600,3200
71428,18657,4,1,900,900
71429,18658,3,2,2200,4400
71430,18658,6,2,750,1500
71431,18658,8,3,1500,4500
71432,18658,1,3,1100,3300
71433,18659,8,1,1500,1500
71434,18659,4,3,900,2700
71435,18659,2,1,1800,1800
71436,18660,6,2,750,1500
71437,18660,1,3,1100,3300
71438,18661,3,2,2200,4400
71439,18661,7,1,3800,3800
71440,18661,4,1,900,900
71441,18662,7,2,3800,7600
71442,18662,3,1,2200,2200
71443,18663,4,3,900,2700
71444,18664,6,3,750,2250
71445,18665,3,3,2200,6600
71446,18665,8,2,1500,3000
71447,18665,7,2,3800,7600
71448,18666,8,1,1500,1500
71449,18666,7,2,3800,7600
71450,18667,1,1,1100,1100
71451,18667,3,3,2200,6600
71452,18667,7,1,3800,3800
71453,18668,6,3,750,2250
71454,18669,7,3,3800,11400
71455,18669,1,3,1100,3300
71456,18669,2,3,1800,5400
71457,18670,1,1,1100,1100
71458,18670,3,1,2200,2200
71459,18670,5,2,1600,3200
71460,18670,2,1,1800,1800
71461,18671,4,2,900,1800
71462,18671,3,2,2200,4400
71463,18672,6,1,750,750
71464,18672,4,2,900,1800
71465,18673,1,2,1100,2200
71466,18674,4,3,900,2700
71467,18674,1,2,1100,2200
71468,18674,7,3,3800,11400
71469,18675,7,1,3800,3800
71470,18676,1,3,1100,3300
71471,18676,2,1,1800,1800
71472,18676,5,2,1600,3200
71473,18677,3,1,2200,2200
71474,18677,2,3,1800,5400
71475,18678,2,3,1800,5400
71476,18678,3,2,2200,4400
71477,18678,6,3,750,2250
71478,18679,3,1,2200,2200
71479,18679,5,3,1600,4800
71480,18680,4,1,900,900
71481,18680,2,3,1800,5400
71482,18681,2,1,1800,1800
71483,18681,3,2,2200,4400
71484,18681,7,1,3800,3800
71485,18682,8,1,1500,1500
71486,18682,2,3,1800,5400
71487,18682,7,1,3800,3800
71488,18683,5,1,1600,1600
71489,18683,7,2,3800,7600
71490,18683,4,2,900,1800
71491,18684,8,1,1500,1500
71492,18685,4,3,900,2700
71493,18685,7,1,3800,3800
71494,18686,2,1,1800,1800
71495,18686,3,3,2200,6600
71496,18687,1,2,1100,2200
71497,18687,2,3,1800,5400
71498,18687,7,1,3800,3800
71499,18687,6,1,750,750
71500,18688,6,3,750,2250
71501,18688,3,2,2200,4400
71502,18688,1,2,1100,2200
71503,18689,8,1,1500,1500
71504,18690,7,2,3800,7600
71505,18691,1,3,1100,3300
71506,18692,4,3,900,2700
71507,18692,3,3,2200,6600
71508,18693,6,2,750,1500
71509,18693,5,2,1600,3200
71510,18693,1,1,1100,1100
71511,18694,3,2,2200,4400
71512,18694,2,2,1800,3600
71513,18694,6,2,750,1500
71514,18695,4,1,900,900
71515,18695,2,3,1800,5400
71516,18695,6,2,750,1500
71517,18696,3,1,2200,2200
71518,18696,1,2,1100,2200
71519,18697,5,1,1600,1600
71520,18697,7,2,3800,7600
71521,18697,1,1,1100,1100
71522,18697,6,3,750,2250
71523,18697,2,2,1800,3600
71524,18698,4,3,900,2700
71525,18698,6,2,750,1500
71526,18699,5,1,1600,1600
71527,18699,8,1,1500,1500
71528,18699,2,2,1800,3600
71529,18700,3,2,2200,4400
71530,18700,1,2,1100,2200
71531,18701,6,3,750,2250
71532,18702,1,3,1100,3300
71533,18702,6,1,750,750
71534,18703,5,3,1600,4800
71535,18704,8,2,1500,3000
71536,18704,4,1,900,900
71537,18704,5,3,1600,4800
71538,18705,3,3,2200,6600
71539,18705,6,3,750,2250
71540,18705,1,3,1100,3300
71541,18705,8,1,1500,1500
71542,18706,5,2,1600,3200
71543,18706,2,2,1800,3600
71544,18707,3,1,2200,2200
71545,18707,1,3,1100,3300
71546,18707,4,1,900,900
71547,18708,4,2,900,1800
71548,18708,7,1,3800,3800
71549,18708,8,2,1500,3000
71550,18709,6,3,750,2250
71551,18710,4,3,900,2700
71552,18710,8,3,1500,4500
71553,18711,3,1,2200,2200
71554,18711,8,1,1500,1500
71555,18712,7,1,3800,3800
71556,18712,1,2,1100,2200
71557,18712,3,2,2200,4400
71558,18712,6,3,750,2250
71559,18712,5,3,1600,4800
71560,18713,6,2,750,1500
71561,18713,2,3,1800,5400
71562,18714,7,3,3800,11400
71563,18714,6,1,750,750
71564,18715,4,3,900,2700
71565,18716,5,2,1600,3200
71566,18717,1,3,1100,3300
71567,18717,4,2,900,1800
71568,18717,3,1,2200,2200
71569,18718,1,1,1100,1100
71570,18718,4,2,900,1800
71571,18718,3,2,2200,4400
71572,18719,1,1,1100,1100
71573,18719,6,2,750,1500
71574,18719,8,3,1500,4500
71575,18720,8,2,1500,3000
71576,18720,4,3,900,2700
71577,18720,1,2,1100,2200
71578,18721,6,2,750,1500
71579,18722,8,1,1500,1500
71580,18722,4,2,900,1800
71581,18723,6,2,750,1500
71582,18724,4,3,900,2700
71583,18725,4,3,900,2700
71584,18725,6,2,750,1500
71585,18725,2,3,1800,5400
71586,18726,7,2,3800,7600
71587,18726,4,2,900,1800
71588,18726,6,3,750,2250
71589,18727,2,3,1800,5400
71590,18727,8,2,1500,3000
71591,18727,6,2,750,1500
71592,18728,7,1,3800,3800
71593,18728,6,2,750,1500
71594,18728,8,1,1500,1500
71595,18728,2,2,1800,3600
71596,18728,5,3,1600,4800
71597,18728,4,3,900,2700
71598,18729,6,1,750,750
71599,18729,5,3,1600,4800
71600,18729,7,3,3800,11400
71601,18729,3,1,2200,2200
71602,18730,3,1,2200,2200
71603,18731,8,1,1500,1500
71604,18732,6,1,750,750
71605,18732,3,1,2200,2200
71606,18732,4,3,900,2700
71607,18732,7,3,3800,11400
71608,18733,6,2,750,1500
71609,18733,1,1,1100,1100
71610,18733,2,2,1800,3600
71611,18734,2,2,1800,3600
71612,18734,8,3,1500,4500
71613,18735,3,3,2200,6600
71614,18735,5,3,1600,4800
71615,18736,7,2,3800,7600
71616,18736,4,3,900,2700
71617,18736,8,1,1500,1500
71618,18737,8,1,1500,1500
71619,18737,2,3,1800,5400
71620,18738,1,2,1100,2200
71621,18738,8,1,1500,1500
71622,18738,6,3,750,2250
71623,18739,4,3,900,2700
71624,18739,5,1,1600,1600
71625,18740,5,2,1600,3200
71626,18740,6,1,750,750
71627,18740,3,2,2200,4400
71628,18740,7,2,3800,7600
71629,18741,1,1,1100,1100
71630,18742,8,1,1500,1500
71631,18743,8,1,1500,1500
71632,18744,8,3,1500,4500
71633,18744,6,3,750,2250
71634,18744,7,3,3800,11400
71635,18744,4,3,900,2700
71636,18745,7,1,3800,3800
71637,18745,2,2,1800,3600
71638,18745,3,2,2200,4400
71639,18745,5,1,1600,1600
71640,18746,7,1,3800,3800
71641,18746,3,1,2200,2200
71642,18746,6,2,750,1500
71643,18747,3,1,2200,2200
71644,18747,7,2,3800,7600
71645,18747,4,2,900,1800
71646,18748,7,3,3800,11400
71647,18748,4,2,900,1800
71648,18749,7,3,3800,11400
71649,18749,1,1,1100,1100
71650,18749,4,2,900,1800
71651,18750,2,1,1800,1800
71652,18750,1,1,1100,1100
71653,18750,7,3,3800,11400
71654,18750,4,3,900,2700
71655,18751,2,3,1800,5400
71656,18751,7,3,3800,11400
71657,18751,4,1,900,900
71658,18751,3,3,2200,6600
71659,18752,3,3,2200,6600
71660,18752,5,2,1600,3200
71661,18752,6,1,750,750
71662,18753,6,3,750,2250
71663,18754,5,1,1600,1600
71664,18755,2,1,1800,1800
71665,18755,1,1,1100,1100
71666,18755,5,2,1600,3200
71667,18755,8,3,1500,4500
71668,18756,8,3,1500,4500
71669,18756,7,2,3800,7600
71670,18756,3,3,2200,6600
71671,18756,6,3,750,2250
71672,18756,2,3,1800,5400
71673,18756,4,2,900,1800
71674,18757,1,2,1100,2200
71675,18757,7,2,3800,7600
71676,18757,3,2,2200,4400
71677,18758,5,1,1600,1600
71678,18758,7,3,3800,11400
71679,18758,1,3,1100,3300
71680,18759,6,2,750,1500
71681,18759,4,2,900,1800
71682,18760,5,1,1600,1600
71683,18760,6,2,750,1500
71684,18760,4,3,900,2700
71685,18761,2,3,1800,5400
71686,18762,4,1,900,900
71687,18762,2,3,1800,5400
71688,18762,5,2,1600,3200
71689,18762,7,2,3800,7600
71690,18763,2,3,1800,5400
71691,18763,6,3,750,2250
71692,18764,4,3,900,2700
71693,18764,8,1,1500,1500
71694,18765,5,2,1600,3200
71695,18765,4,2,900,1800
71696,18766,3,1,2200,2200
71697,18767,3,1,2200,2200
71698,18768,6,2,750,1500
71699,18768,5,3,1600,4800
71700,18768,8,3,1500,4500
71701,18769,4,3,900,2700
71702,18769,5,1,1600,1600
71703,18769,2,1,1800,1800
71704,18769,8,2,1500,3000
71705,18769,7,3,3800,11400
71706,18770,1,2,1100,2200
71707,18770,3,3,2200,6600
71708,18770,5,3,1600,4800
71709,18770,7,1,3800,3800
71710,18770,2,2,1800,3600
71711,18771,7,2,3800,7600
71712,18771,3,3,2200,6600
71713,18772,7,3,3800,11400
71714,18772,5,1,1600,1600
71715,18772,2,1,1800,1800
71716,18772,6,1,750,750
71717,18773,5,1,1600,1600
71718,18773,6,2,750,1500
71719,18774,7,2,3800,7600
71720,18775,8,3,1500,4500
71721,18776,6,1,750,750
71722,18776,5,3,1600,4800
71723,18776,2,3,1800,5400
71724,18776,3,2,2200,4400
71725,18776,8,2,1500,3000
71726,18777,3,1,2200,2200
71727,18777,2,1,1800,1800
71728,18777,5,1,1600,1600
71729,18777,6,1,750,750
71730,18777,8,1,1500,1500
71731,18778,6,1,750,750
71732,18778,7,2,3800,7600
71733,18778,4,3,900,2700
71734,18779,5,1,1600,1600
71735,18779,1,3,1100,3300
71736,18779,2,3,1800,5400
71737,18779,6,1,750,750
71738,18779,4,3,900,2700
71739,18780,2,2,1800,3600
71740,18781,2,3,1800,5400
71741,18781,7,2,3800,7600
71742,18781,1,1,1100,1100
71743,18782,4,3,900,2700
71744,18783,1,3,1100,3300
71745,18784,6,3,750,2250
71746,18784,5,2,1600,3200
71747,18784,2,1,1800,1800
71748,18785,3,2,2200,4400
71749,18785,8,2,1500,3000
71750,18785,5,2,1600,3200
71751,18786,8,2,1500,3000
71752,18786,3,2,2200,4400
71753,18787,5,1,1600,1600
71754,18787,1,2,1100,2200
71755,18787,7,1,3800,3800
71756,18788,8,1,1500,1500
71757,18788,4,1,900,900
71758,18788,7,2,3800,7600
71759,18789,7,1,3800,3800
71760,18789,5,2,1600,3200
71761,18789,2,1,1800,1800
71762,18789,4,3,900,2700
71763,18789,1,1,1100,1100
71764,18790,5,3,1600,4800
71765,18790,7,1,3800,3800
71766,18790,2,2,1800,3600
71767,18790,4,1,900,900
71768,18790,8,3,1500,4500
71769,18791,8,2,1500,3000
71770,18791,5,3,1600,4800
71771,18792,4,1,900,900
71772,18793,6,2,750,1500
71773,18794,4,1,900,900
71774,18795,2,3,1800,5400
71775,18796,6,3,750,2250
71776,18796,2,3,1800,5400
71777,18796,3,2,2200,4400
71778,18797,1,3,1100,3300
71779,18797,2,3,1800,5400
71780,18798,8,3,1500,4500
71781,18798,2,1,1800,1800
71782,18799,7,3,3800,11400
71783,18800,4,1,900,900
71784,18800,2,1,1800,1800
71785,18800,8,1,1500,1500
71786,18800,1,2,1100,2200
71787,18801,5,3,1600,4800
71788,18801,4,1,900,900
71789,18801,1,3,1100,3300
71790,18802,5,1,1600,1600
71791,18802,3,3,2200,6600
71792,18802,2,3,1800,5400
71793,18802,4,2,900,1800
71794,18803,8,2,1500,3000
71795,18804,6,2,750,1500
71796,18804,5,2,1600,3200
71797,18804,1,3,1100,3300
71798,18804,8,1,1500,1500
71799,18804,4,3,900,2700
71800,18805,2,1,1800,1800
71801,18805,8,1,1500,1500
71802,18805,3,1,2200,2200
71803,18805,5,3,1600,4800
71804,18805,1,2,1100,2200
71805,18806,5,1,1600,1600
71806,18806,4,1,900,900
71807,18806,6,3,750,2250
71808,18807,4,2,900,1800
71809,18807,6,2,750,1500
71810,18808,6,2,750,1500
71811,18808,5,1,1600,1600
71812,18808,7,3,3800,11400
71813,18809,5,3,1600,4800
71814,18810,2,2,1800,3600
71815,18811,4,3,900,2700
71816,18812,1,1,1100,1100
71817,18812,8,2,1500,3000
71818,18812,7,2,3800,7600
71819,18812,2,2,1800,3600
71820,18812,3,3,2200,6600
71821,18813,1,3,1100,3300
71822,18813,5,2,1600,3200
71823,18813,2,1,1800,1800
71824,18813,8,1,1500,1500
71825,18814,5,1,1600,1600
71826,18814,1,1,1100,1100
71827,18814,3,3,2200,6600
71828,18815,3,1,2200,2200
71829,18815,8,3,1500,4500
71830,18815,1,1,1100,1100
71831,18816,3,2,2200,4400
71832,18816,5,2,1600,3200
71833,18816,4,1,900,900
71834,18817,5,1,1600,1600
71835,18817,1,1,1100,1100
71836,18817,7,3,3800,11400
71837,18818,3,1,2200,2200
71838,18819,6,1,750,750
71839,18820,2,3,1800,5400
71840,18820,7,3,3800,11400
71841,18820,1,1,1100,1100
71842,18821,5,2,1600,3200
71843,18821,7,1,3800,3800
71844,18822,6,3,750,2250
71845,18822,3,1,2200,2200
71846,18822,5,1,1600,1600
71847,18823,3,3,2200,6600
71848,18823,1,3,1100,3300
71849,18823,5,1,1600,1600
71850,18824,8,2,1500,3000
71851,18825,7,2,3800,7600
71852,18826,8,3,1500,4500
71853,18826,4,2,900,1800
71854,18826,6,2,750,1500
71855,18826,1,2,1100,2200
71856,18827,3,3,2200,6600
71857,18828,3,3,2200,6600
71858,18829,6,3,750,2250
71859,18829,1,2,1100,2200
