id_venta,fecha_hora,id_cliente,medio_pago,monto_total
15574,2026-02-26 18:35:00,Consumidor Final,Mercado Pago,9650
15575,2026-02-26 09:47:00,CLI-145,Debito,18200
15576,2026-02-26 12:07:00,CLI-133,Debito,11700
15577,2026-02-26 08:07:00,CLI-122,Mercado Pago,13000
15578,2026-02-26 17:37:00,CLI-296,Debito,7700
15579,2026-02-26 10:54:00,CLI-124,Debito,3800
15580,2026-02-26 12:05:00,CLI-193,Efectivo,3800
15581,2026-02-26 12:06:00,CLI-271,Debito,4500
15582,2026-02-26 11:35:00,CLI-243,Debito,18050
15583,2026-02-26 11:39:00,Consumidor Final,Efectivo,3800
15584,2026-02-26 16:44:00,Consumidor Final,Efectivo,12000
15585,2026-02-26 12:57:00,CLI-270,Mercado Pago,7650
15586,2026-02-26 08:45:00,CLI-129,Mercado Pago,19850
15587,2026-02-26 08:37:00,Consumidor Final,Efectivo,750
15588,2026-02-26 11:02:00,Consumidor Final,Debito,10850
15589,2026-02-26 11:10:00,Consumidor Final,Mercado Pago,8100
15590,2026-02-26 12:04:00,CLI-201,Efectivo,3000
15591,2026-02-26 17:19:00,CLI-126,Mercado Pago,11800
15592,2026-02-26 20:07:00,CLI-195,Mercado Pago,4800
15593,2026-02-26 08:36:00,CLI-155,Debito,22650
15594,2026-02-26 20:22:00,CLI-164,Mercado Pago,900
15595,2026-02-26 18:30:00,CLI-104,Debito,1800
15596,2026-02-26 20:55:00,CLI-291,Efectivo,3100
15597,2026-02-26 08:09:00,CLI-105,Mercado Pago,4100
15598,2026-02-26 18:44:00,Consumidor Final,Debito,1500
15599,2026-02-26 17:24:00,CLI-114,Mercado Pago,4950
15600,2026-02-26 18:26:00,Consumidor Final,Efectivo,15100
15601,2026-02-26 17:32:00,CLI-199,Debito,1500
15602,2026-02-26 17:39:00,Consumidor Final,Mercado Pago,14000
15603,2026-02-26 16:48:00,CLI-239,Efectivo,25250
15604,2026-02-26 08:56:00,Consumidor Final,Credito,10350
15605,2026-02-26 19:41:00,Consumidor Final,Efectivo,1800
15606,2026-02-26 17:26:00,CLI-241,Debito,13600
15607,2026-02-26 11:14:00,Consumidor Final,Efectivo,15700
15608,2026-02-26 10:38:00,Consumidor Final,Debito,900
15609,2026-02-26 09:43:00,CLI-235,Mercado Pago,20950
15610,2026-02-26 20:59:00,Consumidor Final,Credito,3300
15611,2026-02-26 09:34:00,CLI-105,Efectivo,6300
15612,2026-02-26 09:45:00,CLI-261,Mercado Pago,4900
15613,2026-02-26 19:07:00,Consumidor Final,Debito,7000
15614,2026-02-26 19:15:00,Consumidor Final,Debito,10900
15615,2026-02-26 17:17:00,CLI-296,Debito,8650
15616,2026-02-26 11:09:00,Consumidor Final,Mercado Pago,900
15617,2026-02-26 10:05:00,CLI-141,Credito,2200
15618,2026-02-26 19:11:00,CLI-155,Efectivo,1500
15619,2026-02-26 09:18:00,CLI-273,Efectivo,8600
15620,2026-02-26 11:58:00,Consumidor Final,Credito,7700
15621,2026-02-26 08:08:00,CLI-149,Efectivo,10200
15622,2026-02-26 10:11:00,Consumidor Final,Efectivo,11400
15623,2026-02-26 19:12:00,CLI-276,Debito,16000
15624,2026-02-26 20:53:00,CLI-251,Efectivo,750
15625,2026-02-27 18:23:00,CLI-199,Efectivo,13400
15626,2026-02-27 09:14:00,CLI-282,Mercado Pago,3000
15627,2026-02-27 09:36:00,CLI-120,Credito,16000
15628,2026-02-27 10:32:00,Consumidor Final,Credito,11100
15629,2026-02-27 11:09:00,Consumidor Final,Debito,18500
15630,2026-02-27 09:50:00,CLI-132,Credito,6900
15631,2026-02-27 20:55:00,CLI-123,Debito,8600
15632,2026-02-27 08:05:00,Consumidor Final,Debito,22400
15633,2026-02-27 10:42:00,Consumidor Final,Debito,9900
15634,2026-02-27 20:30:00,Consumidor Final,Mercado Pago,12000
15635,2026-02-27 12:45:00,CLI-269,Debito,5100
15636,2026-02-27 09:47:00,CLI-242,Mercado Pago,2200
15637,2026-02-27 19:47:00,CLI-130,Efectivo,2700
15638,2026-02-27 20:00:00,Consumidor Final,Mercado Pago,1500
15639,2026-02-27 11:26:00,Consumidor Final,Credito,7350
15640,2026-02-27 12:52:00,CLI-115,Debito,3200
15641,2026-02-27 12:38:00,Consumidor Final,Debito,13650
15642,2026-02-27 11:33:00,Consumidor Final,Credito,750
15643,2026-02-27 10:45:00,CLI-264,Debito,8100
15644,2026-02-27 10:50:00,Consumidor Final,Debito,14100
15645,2026-02-27 17:29:00,CLI-151,Efectivo,9900
15646,2026-02-27 09:46:00,CLI-179,Debito,2200
15647,2026-02-27 08:37:00,Consumidor Final,Credito,2200
15648,2026-02-27 11:28:00,Consumidor Final,Debito,10650
15649,2026-02-27 16:07:00,Consumidor Final,Credito,5700
15650,2026-02-27 18:29:00,CLI-151,Debito,16250
15651,2026-02-27 10:53:00,Consumidor Final,Efectivo,2200
15652,2026-02-27 11:27:00,Consumidor Final,Efectivo,4050
15653,2026-02-27 19:19:00,CLI-133,Mercado Pago,3600
15654,2026-02-27 10:43:00,Consumidor Final,Efectivo,7300
15655,2026-02-27 09:28:00,CLI-219,Efectivo,10250
15656,2026-02-27 09:37:00,Consumidor Final,Debito,1800
15657,2026-02-27 18:37:00,CLI-161,Mercado Pago,21450
15658,2026-02-27 20:34:00,Consumidor Final,Efectivo,6500
15659,2026-02-27 12:27:00,Consumidor Final,Mercado Pago,3200
15660,2026-02-27 16:14:00,CLI-119,Credito,9050
15661,2026-02-27 09:32:00,CLI-288,Efectivo,21700
15662,2026-02-27 20:36:00,CLI-199,Mercado Pago,6550
15663,2026-02-27 12:23:00,Consumidor Final,Efectivo,5300
15664,2026-02-27 12:31:00,CLI-208,Mercado Pago,5900
15665,2026-02-27 10:33:00,CLI-161,Debito,13600
15666,2026-02-27 20:09:00,CLI-237,Debito,17100
15667,2026-02-27 11:19:00,Consumidor Final,Mercado Pago,2550
15668,2026-02-27 18:21:00,CLI-196,Efectivo,2200
15669,2026-02-27 08:50:00,Consumidor Final,Efectivo,16850
15670,2026-02-27 20:46:00,CLI-144,Mercado Pago,6000
15671,2026-02-27 09:35:00,Consumidor Final,Efectivo,750
15672,2026-02-27 19:08:00,Consumidor Final,Debito,6300
15673,2026-02-27 16:42:00,Consumidor Final,Mercado Pago,27750
15674,2026-02-27 18:09:00,Consumidor Final,Efectivo,16750
15675,2026-02-27 19:41:00,CLI-285,Debito,21950
15676,2026-02-27 17:34:00,CLI-121,Mercado Pago,4800
15677,2026-02-27 12:10:00,Consumidor Final,Credito,3700
15678,2026-02-27 08:02:00,CLI-202,Debito,11000
15679,2026-02-27 16:24:00,Consumidor Final,Efectivo,2200
15680,2026-02-27 16:39:00,CLI-175,Mercado Pago,5800
15681,2026-02-27 16:52:00,Consumidor Final,Efectivo,3800
15682,2026-02-27 12:20:00,CLI-276,Efectivo,9800
15683,2026-02-27 11:19:00,CLI-201,Debito,14900
15684,2026-02-27 19:19:00,CLI-216,Efectivo,3400
15685,2026-02-27 17:08:00,CLI-112,Efectivo,9200
15686,2026-02-27 16:41:00,Consumidor Final,Efectivo,4400
15687,2026-02-27 20:49:00,CLI-293,Mercado Pago,1800
15688,2026-02-27 12:25:00,Consumidor Final,Efectivo,12000
15689,2026-02-27 12:46:00,CLI-167,Mercado Pago,3850
15690,2026-02-27 12:14:00,Consumidor Final,Credito,19750
15691,2026-02-27 19:53:00,CLI-257,Mercado Pago,6500
15692,2026-02-27 20:39:00,CLI-184,Efectivo,8350
15693,2026-02-27 09:17:00,CLI-296,Credito,7050
15694,2026-02-27 19:49:00,CLI-226,Efectivo,2200
15695,2026-02-27 12:40:00,Consumidor Final,Debito,8200
15696,2026-02-27 20:46:00,Consumidor Final,Credito,12000
15697,2026-02-27 16:51:00,CLI-254,Debito,13200
15698,2026-02-27 08:19:00,Consumidor Final,Debito,30250
15699,2026-02-27 19:23:00,CLI-102,Debito,14450
15700,2026-02-27 09:32:00,CLI-292,Efectivo,1800
15701,2026-02-27 20:38:00,Consumidor Final,Credito,11400
15702,2026-02-27 11:26:00,CLI-153,Efectivo,9600
15703,2026-02-27 11:45:00,CLI-202,Mercado Pago,5950
15704,2026-02-27 16:18:00,CLI-288,Efectivo,12000
15705,2026-02-27 08:20:00,CLI-299,Debito,11400
15706,2026-02-27 19:24:00,CLI-246,Mercado Pago,2700
15707,2026-02-27 10:10:00,Consumidor Final,Efectivo,6300
15708,2026-02-27 18:18:00,CLI-190,Efectivo,9300
15709,2026-02-27 20:07:00,CLI-131,Debito,6600
15710,2026-02-27 19:49:00,CLI-203,Debito,12700
15711,2026-02-27 09:43:00,Consumidor Final,Efectivo,3600
15712,2026-02-27 08:01:00,CLI-276,Efectivo,7400
15713,2026-02-27 17:03:00,Consumidor Final,Mercado Pago,4400
15714,2026-02-27 11:17:00,CLI-275,Mercado Pago,9800
15715,2026-02-28 18:09:00,Consumidor Final,Efectivo,21350
15716,2026-02-28 09:41:00,CLI-216,Debito,2700
15717,2026-02-28 09:12:00,CLI-250,Efectivo,11300
15718,2026-02-28 18:54:00,Consumidor Final,Efectivo,2200
15719,2026-02-28 18:46:00,Consumidor Final,Credito,3300
15720,2026-02-28 17:52:00,Consumidor Final,Debito,3300
15721,2026-02-28 17:31:00,CLI-115,Debito,4700
15722,2026-02-28 09:09:00,Consumidor Final,Mercado Pago,4050
15723,2026-02-28 16:35:00,Consumidor Final,Debito,17900
15724,2026-02-28 17:31:00,Consumidor Final,Debito,1650
15725,2026-02-28 11:27:00,Consumidor Final,Debito,7700
15726,2026-02-28 19:15:00,CLI-248,Efectivo,1500
15727,2026-02-28 18:00:00,Consumidor Final,Mercado Pago,14300
15728,2026-02-28 16:26:00,Consumidor Final,Debito,12900
15729,2026-02-28 09:20:00,CLI-256,Efectivo,10000
15730,2026-02-28 08:07:00,CLI-201,Debito,3750
15731,2026-02-28 08:50:00,CLI-278,Debito,9000
15732,2026-02-28 16:25:00,CLI-136,Mercado Pago,3600
15733,2026-02-28 16:42:00,CLI-211,Debito,1800
15734,2026-02-28 18:29:00,CLI-290,Debito,12200
15735,2026-02-28 09:43:00,CLI-147,Efectivo,5450
15736,2026-02-28 08:46:00,CLI-190,Efectivo,5100
15737,2026-02-28 08:31:00,CLI-156,Efectivo,9800
15738,2026-02-28 09:22:00,Consumidor Final,Debito,11750
15739,2026-02-28 12:56:00,CLI-247,Credito,1800
15740,2026-02-28 09:28:00,Consumidor Final,Efectivo,8100
15741,2026-02-28 11:14:00,CLI-256,Mercado Pago,16550
15742,2026-02-28 11:42:00,CLI-141,Mercado Pago,8200
15743,2026-02-28 12:58:00,Consumidor Final,Debito,5600
15744,2026-02-28 08:57:00,CLI-291,Debito,1800
15745,2026-02-28 10:26:00,CLI-103,Credito,19950
15746,2026-02-28 20:57:00,CLI-109,Mercado Pago,3750
15747,2026-02-28 08:37:00,CLI-272,Debito,11300
15748,2026-02-28 19:03:00,CLI-205,Credito,5300
15749,2026-02-28 08:33:00,CLI-186,Efectivo,16350
15750,2026-02-28 18:37:00,CLI-161,Debito,6700
15751,2026-02-28 12:02:00,CLI-222,Mercado Pago,7000
15752,2026-02-28 18:37:00,Consumidor Final,Debito,12900
15753,2026-02-28 12:29:00,Consumidor Final,Efectivo,15500
15754,2026-02-28 16:51:00,Consumidor Final,Efectivo,11400
15755,2026-02-28 16:59:00,CLI-288,Efectivo,17550
15756,2026-02-28 19:56:00,CLI-294,Debito,2950
15757,2026-02-28 12:32:00,Consumidor Final,Debito,2600
15758,2026-02-28 09:45:00,CLI-294,Efectivo,9800
15759,2026-02-28 20:07:00,CLI-172,Mercado Pago,8800
15760,2026-02-28 18:46:00,Consumidor Final,Mercado Pago,3800
15761,2026-02-28 08:38:00,CLI-289,Efectivo,4500
15762,2026-02-28 12:45:00,Consumidor Final,Mercado Pago,5800
15763,2026-02-28 12:26:00,CLI-108,Credito,6600
15764,2026-02-28 16:28:00,CLI-205,Efectivo,4500
15765,2026-02-28 11:09:00,CLI-124,Mercado Pago,7000
15766,2026-02-28 18:17:00,CLI-139,Efectivo,3350
15767,2026-02-28 16:56:00,CLI-235,Efectivo,8700
15768,2026-02-28 17:49:00,Consumidor Final,Debito,7000
15769,2026-02-28 09:01:00,Consumidor Final,Debito,8700
15770,2026-02-28 09:59:00,CLI-238,Debito,23600
15771,2026-02-28 11:21:00,Consumidor Final,Debito,12500
15772,2026-02-28 19:47:00,CLI-111,Debito,8200
15773,2026-02-28 18:58:00,Consumidor Final,Mercado Pago,8900
15774,2026-02-28 20:31:00,CLI-207,Credito,3800
15775,2026-02-28 19:00:00,Consumidor Final,Mercado Pago,7150
15776,2026-02-28 19:36:00,CLI-214,Mercado Pago,8000
15777,2026-02-28 09:49:00,Consumidor Final,Mercado Pago,7600
15778,2026-02-28 11:29:00,CLI-206,Mercado Pago,4500
15779,2026-02-28 16:17:00,CLI-132,Debito,14400
15780,2026-02-28 16:48:00,Consumidor Final,Debito,10300
15781,2026-02-28 19:05:00,Consumidor Final,Mercado Pago,2200
15782,2026-02-28 20:39:00,CLI-245,Efectivo,7350
15783,2026-02-28 20:39:00,CLI-148,Efectivo,750
15784,2026-02-28 17:59:00,Consumidor Final,Efectivo,11700
15785,2026-02-28 16:26:00,CLI-229,Mercado Pago,8600
15786,2026-02-28 16:51:00,Consumidor Final,Mercado Pago,7400
15787,2026-02-28 17:03:00,Consumidor Final,Debito,12600
15788,2026-02-28 19:28:00,CLI-261,Debito,1500
15789,2026-02-28 09:53:00,CLI-226,Debito,1800
15790,2026-02-28 10:23:00,CLI-278,Debito,15300
15791,2026-02-28 19:33:00,CLI-166,Mercado Pago,1500
15792,2026-02-28 11:23:00,CLI-293,Debito,7600
15793,2026-02-28 08:12:00,Consumidor Final,Efectivo,15900
15794,2026-02-28 11:34:00,CLI-226,Mercado Pago,15000
15795,2026-02-28 18:36:00,Consumidor Final,Debito,17550
15796,2026-02-28 09:49:00,CLI-290,Debito,5400
15797,2026-03-01 19:27:00,Consumidor Final,Efectivo,12700
15798,2026-03-01 19:17:00,Consumidor Final,Debito,9200
15799,2026-03-01 18:29:00,CLI-126,Debito,8900
15800,2026-03-01 08:11:00,Consumidor Final,Mercado Pago,23350
15801,2026-03-01 09:33:00,CLI-146,Efectivo,5150
15802,2026-03-01 20:55:00,Consumidor Final,Efectivo,8200
15803,2026-03-01 08:52:00,Consumidor Final,Debito,3800
15804,2026-03-01 08:06:00,CLI-136,Credito,19500
15805,2026-03-01 17:57:00,Consumidor Final,Mercado Pago,1800
15806,2026-03-01 20:19:00,Consumidor Final,Mercado Pago,6600
15807,2026-03-01 11:52:00,Consumidor Final,Efectivo,10500
15808,2026-03-01 12:10:00,Consumidor Final,Mercado Pago,10500
15809,2026-03-01 20:34:00,CLI-187,Mercado Pago,21500
15810,2026-03-01 09:42:00,CLI-279,Mercado Pago,9900
15811,2026-03-01 12:19:00,Consumidor Final,Mercado Pago,14750
15812,2026-03-01 20:39:00,Consumidor Final,Debito,23450
15813,2026-03-01 17:56:00,Consumidor Final,Efectivo,11850
15814,2026-03-01 09:09:00,Consumidor Final,Debito,10300
15815,2026-03-01 17:20:00,CLI-271,Debito,4000
15816,2026-03-01 20:24:00,Consumidor Final,Credito,15800
15817,2026-03-01 20:27:00,CLI-214,Debito,15950
15818,2026-03-01 08:51:00,Consumidor Final,Mercado Pago,10900
15819,2026-03-01 10:45:00,CLI-263,Efectivo,3600
15820,2026-03-01 11:33:00,CLI-199,Efectivo,2200
15821,2026-03-01 08:25:00,Consumidor Final,Efectivo,3200
15822,2026-03-01 08:06:00,CLI-134,Mercado Pago,17450
15823,2026-03-01 11:03:00,CLI-108,Credito,7600
15824,2026-03-01 16:07:00,Consumidor Final,Efectivo,3700
15825,2026-03-01 18:12:00,CLI-234,Efectivo,2700
15826,2026-03-01 11:25:00,CLI-117,Debito,2250
15827,2026-03-01 18:02:00,CLI-268,Efectivo,10650
15828,2026-03-01 12:50:00,CLI-189,Debito,6200
15829,2026-03-01 10:10:00,CLI-153,Efectivo,1600
15830,2026-03-01 10:37:00,CLI-264,Debito,4400
15831,2026-03-01 11:41:00,CLI-220,Efectivo,13800
15832,2026-03-01 10:29:00,Consumidor Final,Mercado Pago,2200
15833,2026-03-01 20:30:00,CLI-232,Credito,1500
15834,2026-03-01 19:28:00,Consumidor Final,Efectivo,3300
15835,2026-03-01 12:35:00,CLI-277,Mercado Pago,900
15836,2026-03-01 19:48:00,CLI-272,Mercado Pago,6150
15837,2026-03-01 11:10:00,CLI-156,Efectivo,7200
15838,2026-03-01 17:54:00,CLI-229,Mercado Pago,14900
15839,2026-03-01 18:01:00,CLI-176,Efectivo,5600
15840,2026-03-01 16:32:00,Consumidor Final,Efectivo,12500
15841,2026-03-01 19:35:00,CLI-113,Credito,13000
15842,2026-03-01 11:18:00,CLI-208,Credito,12500
15843,2026-03-01 18:06:00,CLI-233,Efectivo,1800
15844,2026-03-01 16:42:00,CLI-292,Mercado Pago,3300
15845,2026-03-01 17:08:00,Consumidor Final,Debito,3800
15846,2026-03-01 11:30:00,CLI-117,Debito,750
15847,2026-03-01 20:45:00,CLI-128,Debito,9150
15848,2026-03-01 17:07:00,CLI-113,Mercado Pago,1800
15849,2026-03-01 12:01:00,CLI-235,Credito,6600
15850,2026-03-01 17:39:00,Consumidor Final,Credito,3850
15851,2026-03-01 11:37:00,CLI-266,Debito,3000
15852,2026-03-01 19:19:00,CLI-138,Efectivo,1100
15853,2026-03-01 08:09:00,CLI-158,Credito,8100
15854,2026-03-01 17:15:00,CLI-198,Mercado Pago,12800
15855,2026-03-01 09:45:00,Consumidor Final,Efectivo,25000
15856,2026-03-01 09:49:00,Consumidor Final,Mercado Pago,1100
15857,2026-03-01 20:04:00,CLI-159,Debito,17600
15858,2026-03-01 18:32:00,CLI-295,Mercado Pago,21800
15859,2026-03-01 08:18:00,CLI-117,Mercado Pago,2250
15860,2026-03-01 16:37:00,Consumidor Final,Debito,11400
15861,2026-03-01 18:29:00,Consumidor Final,Debito,22400
15862,2026-03-01 11:00:00,Consumidor Final,Mercado Pago,4100
15863,2026-03-01 12:31:00,Consumidor Final,Efectivo,4800
15864,2026-03-01 20:20:00,Consumidor Final,Efectivo,4950
15865,2026-03-01 12:27:00,CLI-238,Debito,6600
15866,2026-03-01 17:07:00,Consumidor Final,Debito,12000
15867,2026-03-01 12:00:00,Consumidor Final,Efectivo,7850
15868,2026-03-01 20:25:00,Consumidor Final,Mercado Pago,10350
15869,2026-03-01 11:51:00,Consumidor Final,Debito,19800
15870,2026-03-01 12:43:00,Consumidor Final,Efectivo,20650
15871,2026-03-01 17:22:00,CLI-131,Mercado Pago,4900
15872,2026-03-01 16:07:00,CLI-193,Mercado Pago,7600
15873,2026-03-01 11:32:00,Consumidor Final,Mercado Pago,750
15874,2026-03-01 08:40:00,Consumidor Final,Debito,12000
15875,2026-03-01 16:36:00,CLI-104,Debito,8000
15876,2026-03-01 08:33:00,CLI-200,Mercado Pago,5250
15877,2026-03-01 18:50:00,Consumidor Final,Credito,12150
15878,2026-03-01 19:28:00,CLI-107,Efectivo,5200
15879,2026-03-01 16:59:00,CLI-157,Efectivo,6000
15880,2026-03-01 16:13:00,Consumidor Final,Debito,18450
15881,2026-03-01 12:43:00,CLI-108,Efectivo,3200
15882,2026-03-01 09:12:00,CLI-176,Efectivo,3000
15883,2026-03-01 16:51:00,Consumidor Final,Mercado Pago,750
15884,2026-03-01 11:03:00,CLI-196,Efectivo,7800
15885,2026-03-01 16:12:00,Consumidor Final,Credito,2250
15886,2026-03-01 12:14:00,CLI-164,Debito,1800
15887,2026-03-01 10:10:00,CLI-107,Efectivo,12650
15888,2026-03-02 10:15:00,CLI-148,Efectivo,4000
15889,2026-03-02 17:56:00,CLI-173,Mercado Pago,20200
15890,2026-03-02 16:03:00,CLI-281,Debito,3800
15891,2026-03-02 08:39:00,Consumidor Final,Debito,4400
15892,2026-03-02 08:01:00,Consumidor Final,Mercado Pago,9400
15893,2026-03-02 11:48:00,Consumidor Final,Efectivo,10700
15894,2026-03-02 11:30:00,CLI-163,Efectivo,9800
15895,2026-03-02 08:59:00,CLI-177,Mercado Pago,33200
15896,2026-03-02 09:48:00,CLI-181,Debito,1800
15897,2026-03-02 16:14:00,Consumidor Final,Mercado Pago,29100
15898,2026-03-02 19:07:00,CLI-292,Efectivo,9300
15899,2026-03-02 16:54:00,Consumidor Final,Debito,14700
15900,2026-03-02 16:25:00,CLI-270,Efectivo,2200
15901,2026-03-02 18:30:00,CLI-140,Mercado Pago,11900
15902,2026-03-02 10:58:00,CLI-283,Efectivo,3800
15903,2026-03-02 18:20:00,CLI-167,Mercado Pago,8950
15904,2026-03-02 20:50:00,CLI-191,Debito,7300
15905,2026-03-02 17:34:00,Consumidor Final,Efectivo,5400
15906,2026-03-02 20:36:00,CLI-126,Mercado Pago,1800
15907,2026-03-02 16:33:00,CLI-196,Mercado Pago,12200
15908,2026-03-02 16:36:00,Consumidor Final,Debito,16700
15909,2026-03-02 18:25:00,CLI-190,Credito,10950
15910,2026-03-02 19:28:00,CLI-108,Efectivo,11300
15911,2026-03-02 08:09:00,CLI-247,Efectivo,23000
15912,2026-03-02 17:31:00,Consumidor Final,Efectivo,1100
15913,2026-03-02 12:24:00,CLI-273,Credito,14600
15914,2026-03-02 18:58:00,Consumidor Final,Mercado Pago,6700
15915,2026-03-02 11:31:00,CLI-102,Mercado Pago,1500
15916,2026-03-02 11:50:00,CLI-192,Mercado Pago,1800
15917,2026-03-02 11:11:00,Consumidor Final,Efectivo,13200
15918,2026-03-02 18:08:00,Consumidor Final,Debito,21900
15919,2026-03-02 10:58:00,CLI-221,Debito,3300
15920,2026-03-02 20:33:00,Consumidor Final,Efectivo,12150
15921,2026-03-02 11:35:00,CLI-270,Debito,3600
15922,2026-03-02 08:47:00,Consumidor Final,Efectivo,12300
15923,2026-03-02 17:47:00,CLI-223,Credito,3000
15924,2026-03-02 08:21:00,CLI-200,Debito,15150
15925,2026-03-02 16:07:00,CLI-140,Mercado Pago,5000
15926,2026-03-02 08:30:00,CLI-149,Mercado Pago,18300
15927,2026-03-02 17:21:00,CLI-299,Credito,6600
15928,2026-03-02 10:32:00,Consumidor Final,Mercado Pago,4800
15929,2026-03-02 11:37:00,Consumidor Final,Mercado Pago,1600
15930,2026-03-02 08:49:00,CLI-162,Mercado Pago,19650
15931,2026-03-02 09:55:00,CLI-192,Debito,11400
15932,2026-03-02 19:20:00,CLI-274,Debito,5900
15933,2026-03-02 20:22:00,CLI-265,Debito,17000
15934,2026-03-02 12:38:00,Consumidor Final,Efectivo,3000
15935,2026-03-02 18:56:00,CLI-158,Mercado Pago,20400
15936,2026-03-02 20:13:00,Consumidor Final,Debito,3350
15937,2026-03-02 19:35:00,CLI-156,Debito,7700
15938,2026-03-02 11:05:00,Consumidor Final,Debito,9950
15939,2026-03-02 19:40:00,CLI-227,Credito,5400
15940,2026-03-02 11:11:00,CLI-259,Debito,4500
15941,2026-03-02 17:42:00,CLI-210,Mercado Pago,6300
15942,2026-03-02 17:41:00,Consumidor Final,Mercado Pago,12900
15943,2026-03-02 20:34:00,Consumidor Final,Mercado Pago,8600
15944,2026-03-02 12:55:00,CLI-259,Mercado Pago,6700
15945,2026-03-02 12:35:00,CLI-255,Debito,2550
15946,2026-03-02 10:46:00,Consumidor Final,Efectivo,21050
15947,2026-03-02 09:00:00,CLI-240,Mercado Pago,11200
15948,2026-03-02 11:54:00,CLI-131,Mercado Pago,17700
15949,2026-03-02 18:30:00,CLI-286,Efectivo,7150
15950,2026-03-02 16:10:00,CLI-268,Credito,19500
15951,2026-03-02 16:51:00,CLI-130,Mercado Pago,3000
15952,2026-03-02 12:53:00,Consumidor Final,Mercado Pago,21400
15953,2026-03-02 20:16:00,CLI-242,Efectivo,4150
15954,2026-03-02 18:02:00,CLI-152,Debito,1500
15955,2026-03-02 19:54:00,CLI-142,Debito,1100
15956,2026-03-02 11:12:00,CLI-262,Mercado Pago,6300
15957,2026-03-02 10:25:00,Consumidor Final,Mercado Pago,900
15958,2026-03-02 16:57:00,CLI-264,Debito,5500
15959,2026-03-02 10:44:00,CLI-235,Credito,12150
15960,2026-03-02 12:48:00,CLI-129,Debito,12400
15961,2026-03-02 12:53:00,CLI-107,Credito,2700
15962,2026-03-02 18:55:00,CLI-178,Credito,8500
15963,2026-03-02 12:55:00,CLI-228,Mercado Pago,8700
15964,2026-03-02 12:19:00,CLI-252,Efectivo,8000
15965,2026-03-02 12:00:00,CLI-161,Debito,8100
15966,2026-03-02 10:33:00,CLI-291,Debito,4200
15967,2026-03-02 19:43:00,CLI-171,Efectivo,11100
15968,2026-03-02 12:23:00,CLI-219,Efectivo,900
15969,2026-03-02 20:25:00,CLI-290,Efectivo,17000
15970,2026-03-02 20:18:00,CLI-106,Debito,22650
15971,2026-03-02 10:33:00,CLI-213,Debito,1600
15972,2026-03-02 09:51:00,CLI-123,Efectivo,11400
15973,2026-03-02 09:45:00,CLI-251,Efectivo,6400
15974,2026-03-02 10:24:00,CLI-209,Credito,5450
15975,2026-03-02 16:33:00,Consumidor Final,Mercado Pago,13850
15976,2026-03-02 16:03:00,CLI-149,Debito,7600
15977,2026-03-02 19:53:00,CLI-294,Debito,12600
15978,2026-03-02 19:38:00,CLI-165,Efectivo,11200
15979,2026-03-02 10:37:00,CLI-149,Efectivo,5600
15980,2026-03-02 12:03:00,CLI-183,Efectivo,2400
15981,2026-03-02 18:15:00,CLI-175,Mercado Pago,3350
15982,2026-03-02 08:45:00,CLI-288,Mercado Pago,1800
15983,2026-03-02 08:17:00,Consumidor Final,Mercado Pago,6350
15984,2026-03-02 18:16:00,Consumidor Final,Debito,1500
15985,2026-03-02 08:57:00,CLI-114,Efectivo,9800
15986,2026-03-02 11:35:00,CLI-150,Debito,6300
15987,2026-03-02 10:11:00,CLI-171,Credito,8600
15988,2026-03-02 12:52:00,CLI-155,Debito,12950
15989,2026-03-02 18:03:00,Consumidor Final,Debito,2200
15990,2026-03-02 16:10:00,CLI-104,Efectivo,6800
15991,2026-03-02 18:05:00,CLI-247,Mercado Pago,4050
15992,2026-03-02 20:28:00,CLI-272,Mercado Pago,14600
15993,2026-03-02 19:15:00,Consumidor Final,Efectivo,2350
15994,2026-03-02 17:22:00,CLI-150,Efectivo,5100
15995,2026-03-02 20:07:00,Consumidor Final,Debito,10300
15996,2026-03-02 19:03:00,CLI-111,Efectivo,13650
15997,2026-03-03 16:19:00,Consumidor Final,Mercado Pago,6000
15998,2026-03-03 18:25:00,Consumidor Final,Efectivo,8200
15999,2026-03-03 20:17:00,CLI-235,Debito,10150
16000,2026-03-03 17:03:00,Consumidor Final,Efectivo,900
16001,2026-03-03 11:11:00,CLI-288,Mercado Pago,3300
16002,2026-03-03 10:58:00,Consumidor Final,Debito,4800
16003,2026-03-03 09:24:00,CLI-245,Efectivo,24000
16004,2026-03-03 17:04:00,CLI-102,Mercado Pago,12400
16005,2026-03-03 08:20:00,CLI-218,Efectivo,30550
16006,2026-03-03 16:49:00,CLI-230,Credito,2400
16007,2026-03-03 19:31:00,Consumidor Final,Efectivo,12400
16008,2026-03-03 19:47:00,Consumidor Final,Credito,3800
16009,2026-03-03 12:59:00,Consumidor Final,Credito,12700
16010,2026-03-03 16:04:00,CLI-284,Mercado Pago,11000
16011,2026-03-03 20:36:00,CLI-291,Debito,8850
16012,2026-03-03 11:19:00,Consumidor Final,Mercado Pago,10350
16013,2026-03-03 08:06:00,CLI-261,Debito,6900
16014,2026-03-03 12:22:00,Consumidor Final,Debito,9300
16015,2026-03-03 10:04:00,CLI-207,Mercado Pago,1500
16016,2026-03-03 16:19:00,CLI-115,Debito,22300
16017,2026-03-03 11:28:00,Consumidor Final,Credito,6150
